timestamp,intersection,vehicle_count,avg_speed_kmh,congestion_level,weather,temp_c,rain_mm,signal_phase,wait_time_sec
2024-01-01 16:00:00,Sitabuldi_Sq,273,11.8,HIGH,Clear,26.6,0,GREEN,126
2024-01-01 16:00:00,Zero_Mile,304,14.0,CRITICAL,Clear,30.3,0,RED,138
2024-01-01 16:00:00,Kasturchand_Park,358,5,CRITICAL,Clear,27.1,0,YELLOW,157
2024-01-01 16:00:00,Variety_Sq,304,14.4,CRITICAL,Clouds,30.0,0,YELLOW,143
2024-01-01 16:00:00,LIC_Sq,324,6.9,CRITICAL,Clear,28.1,0,YELLOW,143
2024-01-01 16:00:00,Empress_Mall_Sq,338,5,CRITICAL,Clear,31.9,0.04,YELLOW,159
2024-01-01 17:00:00,Sitabuldi_Sq,260,12.3,HIGH,Clear,25.8,0,GREEN,122
2024-01-01 17:00:00,Zero_Mile,331,6.2,CRITICAL,Clouds,26.8,0,GREEN,164
2024-01-01 17:00:00,Kasturchand_Park,276,15.8,HIGH,Clear,26.7,0,YELLOW,128
2024-01-01 17:00:00,Variety_Sq,351,5,CRITICAL,Clear,27.3,0.34,GREEN,164
2024-01-01 17:00:00,LIC_Sq,265,21.8,HIGH,Clouds,28.0,0,YELLOW,119
2024-01-01 17:00:00,Empress_Mall_Sq,264,15.2,HIGH,Clear,28.6,0,RED,129
2024-01-01 18:00:00,Sitabuldi_Sq,213,25.1,HIGH,Clear,29.5,0,RED,88
2024-01-01 18:00:00,Zero_Mile,363,5,CRITICAL,Clouds,26.3,0,GREEN,169
2024-01-01 18:00:00,Kasturchand_Park,326,9.3,CRITICAL,Clear,27.6,0,RED,139
2024-01-01 18:00:00,Variety_Sq,268,20.2,HIGH,Clear,28.8,0,RED,117
2024-01-01 18:00:00,LIC_Sq,314,5,CRITICAL,Clear,26.6,0,YELLOW,160
2024-01-01 18:00:00,Empress_Mall_Sq,384,5,CRITICAL,Clouds,25.0,0,GREEN,166
2024-01-01 19:00:00,Sitabuldi_Sq,325,5.0,CRITICAL,Clear,28.2,0,RED,143
2024-01-01 19:00:00,Zero_Mile,263,14.7,HIGH,Clear,29.2,0,YELLOW,122
2024-01-01 19:00:00,Kasturchand_Park,330,5,CRITICAL,Clouds,27.8,0,YELLOW,151
2024-01-01 19:00:00,Variety_Sq,269,16.6,HIGH,Clear,28.1,0,GREEN,108
2024-01-01 19:00:00,LIC_Sq,281,11.2,CRITICAL,Clear,28.8,0,GREEN,109
2024-01-01 19:00:00,Empress_Mall_Sq,374,5,CRITICAL,Clear,27.8,0,RED,160
2024-01-01 20:00:00,Sitabuldi_Sq,138,38.6,MEDIUM,Clear,24.5,0,RED,74
2024-01-01 20:00:00,Zero_Mile,20,62.9,LOW,Clear,27.8,0,GREEN,24
2024-01-01 20:00:00,Kasturchand_Park,165,32.0,MEDIUM,Clear,27.6,0,RED,70
2024-01-01 20:00:00,Variety_Sq,100,47.5,LOW,Clear,26.5,0,YELLOW,52
2024-01-01 20:00:00,LIC_Sq,137,42.2,MEDIUM,Clear,26.5,0,GREEN,62
2024-01-01 20:00:00,Empress_Mall_Sq,38,56.5,LOW,Clouds,27.0,0,GREEN,17
2024-01-01 21:00:00,Sitabuldi_Sq,137,40.6,MEDIUM,Clouds,24.9,0.21,RED,68
2024-01-01 21:00:00,Zero_Mile,129,39.4,MEDIUM,Clear,27.2,0,GREEN,62
2024-01-01 21:00:00,Kasturchand_Park,127,43.2,MEDIUM,Clear,29.9,0,GREEN,47
2024-01-01 21:00:00,Variety_Sq,126,46.6,MEDIUM,Clear,25.1,0,RED,60
2024-01-01 21:00:00,LIC_Sq,109,43.8,LOW,Clear,26.3,0,RED,52
2024-01-01 21:00:00,Empress_Mall_Sq,103,43.4,LOW,Clouds,25.5,0,RED,82
2024-01-01 22:00:00,Sitabuldi_Sq,72,50.3,LOW,Clear,29.7,0,RED,32
2024-01-01 22:00:00,Zero_Mile,199,29.5,MEDIUM,Clear,29.0,0,RED,63
2024-01-01 22:00:00,Kasturchand_Park,124,40.5,MEDIUM,Clouds,28.5,0,YELLOW,49
2024-01-01 22:00:00,Variety_Sq,126,37.8,MEDIUM,Clouds,28.6,0,RED,60
2024-01-01 22:00:00,LIC_Sq,157,37.3,MEDIUM,Clear,31.0,0,GREEN,86
2024-01-01 22:00:00,Empress_Mall_Sq,153,40.2,MEDIUM,Clear,30.4,0,RED,66
2024-01-01 23:00:00,Sitabuldi_Sq,202,24.9,HIGH,Clear,29.6,0,RED,89
2024-01-01 23:00:00,Zero_Mile,141,39.2,MEDIUM,Clear,31.9,0,YELLOW,59
2024-01-01 23:00:00,Kasturchand_Park,72,56.0,LOW,Clear,30.5,0,YELLOW,33
2024-01-01 23:00:00,Variety_Sq,117,46.9,LOW,Clear,26.8,0,YELLOW,45
2024-01-01 23:00:00,LIC_Sq,158,34.0,MEDIUM,Clear,29.2,0,RED,78
2024-01-01 23:00:00,Empress_Mall_Sq,101,47.5,LOW,Clouds,28.4,0.25,YELLOW,45
2024-01-02 00:00:00,Sitabuldi_Sq,148,40.8,MEDIUM,Clear,26.6,0,YELLOW,52
2024-01-02 00:00:00,Zero_Mile,107,39.6,LOW,Clear,26.0,0,RED,32
2024-01-02 00:00:00,Kasturchand_Park,157,37.3,MEDIUM,Clouds,23.6,0,YELLOW,79
2024-01-02 00:00:00,Variety_Sq,62,58.6,LOW,Clear,27.7,0,RED,25
2024-01-02 00:00:00,LIC_Sq,143,40.4,MEDIUM,Clear,24.8,0,GREEN,81
2024-01-02 00:00:00,Empress_Mall_Sq,115,48.9,LOW,Clouds,29.6,0,GREEN,57
2024-01-02 01:00:00,Sitabuldi_Sq,93,49.2,LOW,Clear,25.6,0,GREEN,54
2024-01-02 01:00:00,Zero_Mile,116,48.8,LOW,Clear,30.7,0,GREEN,65
2024-01-02 01:00:00,Kasturchand_Park,126,43.2,MEDIUM,Clear,28.0,0,RED,44
2024-01-02 01:00:00,Variety_Sq,100,46.9,LOW,Clear,23.4,0,RED,53
2024-01-02 01:00:00,LIC_Sq,83,49.6,LOW,Clear,27.8,0,YELLOW,33
2024-01-02 01:00:00,Empress_Mall_Sq,128,42.9,MEDIUM,Clouds,27.8,0,YELLOW,55
2024-01-02 02:00:00,Sitabuldi_Sq,65,50.9,LOW,Clear,26.2,0,RED,38
2024-01-02 02:00:00,Zero_Mile,170,37.1,MEDIUM,Clear,29.9,0,GREEN,64
2024-01-02 02:00:00,Kasturchand_Park,44,59.8,LOW,Clear,25.0,0,RED,29
2024-01-02 02:00:00,Variety_Sq,66,55.1,LOW,Clouds,27.4,0,GREEN,33
2024-01-02 02:00:00,LIC_Sq,135,41.4,MEDIUM,Clear,27.9,0,YELLOW,42
2024-01-02 02:00:00,Empress_Mall_Sq,64,51.8,LOW,Clear,24.7,0,YELLOW,39
2024-01-02 03:00:00,Sitabuldi_Sq,151,38.6,MEDIUM,Clouds,27.8,0,RED,72
2024-01-02 03:00:00,Zero_Mile,123,44.3,MEDIUM,Clear,29.3,0,RED,47
2024-01-02 03:00:00,Kasturchand_Park,181,25.7,MEDIUM,Clouds,29.3,0,YELLOW,68
2024-01-02 03:00:00,Variety_Sq,135,38.6,MEDIUM,Clear,29.5,0,GREEN,74
2024-01-02 03:00:00,LIC_Sq,129,43.3,MEDIUM,Clear,27.8,0,GREEN,54
2024-01-02 03:00:00,Empress_Mall_Sq,119,41.5,LOW,Clear,26.6,0,YELLOW,57
2024-01-02 04:00:00,Sitabuldi_Sq,51,52.3,LOW,Rain,30.0,0.69,RED,32
2024-01-02 04:00:00,Zero_Mile,141,36.4,MEDIUM,Clear,28.4,0,RED,71
2024-01-02 04:00:00,Kasturchand_Park,147,36.8,MEDIUM,Clear,25.8,0,GREEN,71
2024-01-02 04:00:00,Variety_Sq,233,25.6,HIGH,Clouds,28.3,0,GREEN,104
2024-01-02 04:00:00,LIC_Sq,155,33.9,MEDIUM,Clear,28.2,0,YELLOW,68
2024-01-02 04:00:00,Empress_Mall_Sq,125,41.4,MEDIUM,Clear,28.6,0,YELLOW,64
2024-01-02 05:00:00,Sitabuldi_Sq,80,47.1,LOW,Clear,29.8,0,YELLOW,42
2024-01-02 05:00:00,Zero_Mile,114,40.0,LOW,Clear,28.9,0,RED,59
2024-01-02 05:00:00,Kasturchand_Park,146,35.7,MEDIUM,Clear,27.9,0,YELLOW,62
2024-01-02 05:00:00,Variety_Sq,141,37.1,MEDIUM,Clear,26.3,0,YELLOW,48
2024-01-02 05:00:00,LIC_Sq,201,29.7,HIGH,Clear,26.8,0.22,YELLOW,103
2024-01-02 05:00:00,Empress_Mall_Sq,207,31.1,HIGH,Clear,26.6,0,YELLOW,85
2024-01-02 06:00:00,Sitabuldi_Sq,165,33.5,MEDIUM,Clear,26.3,0,GREEN,63
2024-01-02 06:00:00,Zero_Mile,78,52.2,LOW,Clear,25.8,0,GREEN,21
2024-01-02 06:00:00,Kasturchand_Park,103,49.5,LOW,Clear,31.7,0.33,YELLOW,54
2024-01-02 06:00:00,Variety_Sq,76,48.4,LOW,Clear,29.9,0,YELLOW,55
2024-01-02 06:00:00,LIC_Sq,142,37.9,MEDIUM,Clouds,26.7,0,RED,68
2024-01-02 06:00:00,Empress_Mall_Sq,127,43.4,MEDIUM,Clouds,28.1,0,YELLOW,49
2024-01-02 07:00:00,Sitabuldi_Sq,161,34.3,MEDIUM,Clouds,28.0,0,YELLOW,64
2024-01-02 07:00:00,Zero_Mile,299,15.2,CRITICAL,Clear,29.1,0,RED,125
2024-01-02 07:00:00,Kasturchand_Park,265,16.6,HIGH,Clear,25.3,0,GREEN,112
2024-01-02 07:00:00,Variety_Sq,325,8.7,CRITICAL,Clear,27.3,0,GREEN,157
2024-01-02 07:00:00,LIC_Sq,325,5.4,CRITICAL,Clear,30.0,0,YELLOW,137
2024-01-02 07:00:00,Empress_Mall_Sq,214,33.1,HIGH,Clouds,28.1,0,RED,85
2024-01-02 08:00:00,Sitabuldi_Sq,291,14.5,CRITICAL,Clouds,30.4,0,GREEN,127
2024-01-02 08:00:00,Zero_Mile,260,23.3,HIGH,Clear,25.7,0,YELLOW,116
2024-01-02 08:00:00,Kasturchand_Park,244,25.5,HIGH,Clear,29.5,0,YELLOW,116
2024-01-02 08:00:00,Variety_Sq,288,11.5,CRITICAL,Clouds,26.3,0,RED,133
2024-01-02 08:00:00,LIC_Sq,228,20.8,HIGH,Clear,28.5,0,RED,95
2024-01-02 08:00:00,Empress_Mall_Sq,301,9.7,CRITICAL,Clear,27.0,0,RED,123
2024-01-02 09:00:00,Sitabuldi_Sq,238,22.1,HIGH,Clear,28.9,0,GREEN,112
2024-01-02 09:00:00,Zero_Mile,228,19.2,HIGH,Clear,27.3,0,RED,101
2024-01-02 09:00:00,Kasturchand_Park,300,11.9,CRITICAL,Clouds,25.9,0,GREEN,138
2024-01-02 09:00:00,Variety_Sq,313,5,CRITICAL,Clear,30.0,0,RED,136
2024-01-02 09:00:00,LIC_Sq,318,7.7,CRITICAL,Clear,32.7,0,GREEN,147
2024-01-02 09:00:00,Empress_Mall_Sq,301,12.7,CRITICAL,Clear,29.7,0,GREEN,134
2024-01-02 10:00:00,Sitabuldi_Sq,121,45.3,MEDIUM,Rain,28.3,0.64,RED,49
2024-01-02 10:00:00,Zero_Mile,145,40.5,MEDIUM,Clear,28.0,0,RED,68
2024-01-02 10:00:00,Kasturchand_Park,190,33.0,MEDIUM,Clear,25.7,0,YELLOW,85
2024-01-02 10:00:00,Variety_Sq,146,41.2,MEDIUM,Clear,27.1,0,GREEN,60
2024-01-02 10:00:00,LIC_Sq,82,49.8,LOW,Clear,30.6,0,GREEN,33
2024-01-02 10:00:00,Empress_Mall_Sq,85,51.8,LOW,Clouds,24.5,0,GREEN,17
2024-01-02 11:00:00,Sitabuldi_Sq,83,54.1,LOW,Clear,25.8,0,GREEN,24
2024-01-02 11:00:00,Zero_Mile,98,49.5,LOW,Clear,25.8,0,RED,29
2024-01-02 11:00:00,Kasturchand_Park,70,48.4,LOW,Clouds,31.4,0,GREEN,38
2024-01-02 11:00:00,Variety_Sq,141,33.6,MEDIUM,Clear,27.5,0,RED,71
2024-01-02 11:00:00,LIC_Sq,118,48.8,LOW,Clear,28.9,0,RED,61
2024-01-02 11:00:00,Empress_Mall_Sq,109,50.7,LOW,Clear,26.3,0,RED,52
2024-01-02 12:00:00,Sitabuldi_Sq,166,34.5,MEDIUM,Clear,23.6,0,YELLOW,75
2024-01-02 12:00:00,Zero_Mile,82,51.7,LOW,Clouds,29.4,0,RED,36
2024-01-02 12:00:00,Kasturchand_Park,101,44.6,LOW,Clear,26.5,0,GREEN,39
2024-01-02 12:00:00,Variety_Sq,107,39.2,LOW,Clear,26.6,0,GREEN,41
2024-01-02 12:00:00,LIC_Sq,170,36.3,MEDIUM,Clear,25.8,0,GREEN,90
2024-01-02 12:00:00,Empress_Mall_Sq,154,33.6,MEDIUM,Clear,27.2,0,RED,71
2024-01-02 13:00:00,Sitabuldi_Sq,81,53.0,LOW,Clear,25.8,0,GREEN,27
2024-01-02 13:00:00,Zero_Mile,76,49.7,LOW,Clouds,25.9,0,YELLOW,42
2024-01-02 13:00:00,Kasturchand_Park,138,43.5,MEDIUM,Clear,29.0,0,GREEN,59
2024-01-02 13:00:00,Variety_Sq,152,37.6,MEDIUM,Clear,30.2,0,RED,47
2024-01-02 13:00:00,LIC_Sq,145,44.4,MEDIUM,Clear,28.1,0,YELLOW,57
2024-01-02 13:00:00,Empress_Mall_Sq,65,47.2,LOW,Clear,27.1,0,RED,42
2024-01-02 14:00:00,Sitabuldi_Sq,94,46.6,LOW,Clouds,28.1,0,YELLOW,42
2024-01-02 14:00:00,Zero_Mile,111,42.0,LOW,Clouds,27.2,0,RED,52
2024-01-02 14:00:00,Kasturchand_Park,110,50.0,LOW,Clear,28.2,0,RED,51
2024-01-02 14:00:00,Variety_Sq,105,44.0,LOW,Clear,26.5,0,YELLOW,59
2024-01-02 14:00:00,LIC_Sq,71,47.9,LOW,Clear,26.4,0,YELLOW,31
2024-01-02 14:00:00,Empress_Mall_Sq,133,42.5,MEDIUM,Clear,26.8,0,RED,73
2024-01-02 15:00:00,Sitabuldi_Sq,137,38.5,MEDIUM,Clear,26.5,0,GREEN,50
2024-01-02 15:00:00,Zero_Mile,110,41.9,LOW,Clear,26.7,0,YELLOW,56
2024-01-02 15:00:00,Kasturchand_Park,99,53.0,LOW,Rain,29.2,0.81,RED,39
2024-01-02 15:00:00,Variety_Sq,80,46.4,LOW,Clear,25.7,0,RED,43
2024-01-02 15:00:00,LIC_Sq,98,45.4,LOW,Clear,28.3,0,YELLOW,62
2024-01-02 15:00:00,Empress_Mall_Sq,160,37.4,MEDIUM,Clear,26.8,0,YELLOW,72
2024-01-02 16:00:00,Sitabuldi_Sq,259,26.5,HIGH,Clear,27.0,0,GREEN,124
2024-01-02 16:00:00,Zero_Mile,291,15.7,CRITICAL,Clouds,28.0,0.38,GREEN,120
2024-01-02 16:00:00,Kasturchand_Park,346,9.0,CRITICAL,Clear,27.2,0,GREEN,154
2024-01-02 16:00:00,Variety_Sq,284,10.3,CRITICAL,Clear,28.2,0,YELLOW,151
2024-01-02 16:00:00,LIC_Sq,323,5,CRITICAL,Clouds,28.6,0,YELLOW,142
2024-01-02 16:00:00,Empress_Mall_Sq,362,5,CRITICAL,Clouds,26.7,0.21,RED,166
2024-01-02 17:00:00,Sitabuldi_Sq,313,5.8,CRITICAL,Clear,26.1,0,GREEN,148
2024-01-02 17:00:00,Zero_Mile,276,17.5,HIGH,Clear,24.6,0,GREEN,118
2024-01-02 17:00:00,Kasturchand_Park,349,5,CRITICAL,Clear,28.7,0,GREEN,148
2024-01-02 17:00:00,Variety_Sq,277,13.3,HIGH,Clear,28.7,0,YELLOW,125
2024-01-02 17:00:00,LIC_Sq,257,19.8,HIGH,Clouds,26.4,0,YELLOW,114
2024-01-02 17:00:00,Empress_Mall_Sq,307,7.2,CRITICAL,Clear,26.2,0,RED,154
2024-01-02 18:00:00,Sitabuldi_Sq,302,10.7,CRITICAL,Clear,27.7,0,YELLOW,140
2024-01-02 18:00:00,Zero_Mile,349,5,CRITICAL,Clear,26.9,0,YELLOW,152
2024-01-02 18:00:00,Kasturchand_Park,253,17.2,HIGH,Clear,27.1,0,RED,110
2024-01-02 18:00:00,Variety_Sq,346,6.3,CRITICAL,Clouds,32.9,0.24,YELLOW,153
2024-01-02 18:00:00,LIC_Sq,331,6.4,CRITICAL,Clear,30.4,0,YELLOW,158
2024-01-02 18:00:00,Empress_Mall_Sq,257,20.1,HIGH,Clear,29.2,0,GREEN,107
2024-01-02 19:00:00,Sitabuldi_Sq,304,6.7,CRITICAL,Clear,28.8,0,YELLOW,146
2024-01-02 19:00:00,Zero_Mile,265,17.0,HIGH,Clouds,30.5,0,RED,112
2024-01-02 19:00:00,Kasturchand_Park,400,5,CRITICAL,Clear,25.1,0,YELLOW,167
2024-01-02 19:00:00,Variety_Sq,316,7.9,CRITICAL,Clear,29.2,0,GREEN,160
2024-01-02 19:00:00,LIC_Sq,300,10.4,CRITICAL,Clear,29.8,0,RED,127
2024-01-02 19:00:00,Empress_Mall_Sq,320,8.7,CRITICAL,Clear,31.8,0,YELLOW,143
2024-01-02 20:00:00,Sitabuldi_Sq,139,38.1,MEDIUM,Clear,27.4,0,RED,60
2024-01-02 20:00:00,Zero_Mile,109,43.7,LOW,Clouds,30.2,0,GREEN,75
2024-01-02 20:00:00,Kasturchand_Park,95,42.1,LOW,Clear,30.8,0,RED,50
2024-01-02 20:00:00,Variety_Sq,217,25.7,HIGH,Clear,28.9,0,GREEN,99
2024-01-02 20:00:00,LIC_Sq,185,33.3,MEDIUM,Clouds,27.5,0,RED,113
2024-01-02 20:00:00,Empress_Mall_Sq,53,55.9,LOW,Clear,26.9,0,RED,23
