timestamp,zone,demand_kw,solar_kw,grid_import_kw,voltage_v,power_factor,anomaly_score,temp_c,time_of_day
2024-01-01 09:00:00,Lakadganj,397.43,118.68,282.5,227.55,0.9505,0.0652,31.3,peak
2024-01-01 09:00:00,Sadar,335.56,120.11,215.88,230.94,0.9165,0.0518,26.3,peak
2024-01-01 09:00:00,Itwari,329.71,107.44,208.87,235.2,0.8857,0.1346,25.6,peak
2024-01-01 09:00:00,Manewada,320.27,133.87,196.34,235.29,0.9315,0.1144,27.6,peak
2024-01-01 09:00:00,Hingna,399.18,116.82,258.84,231.75,0.9253,0.0639,25.5,peak
2024-01-01 10:00:00,Dharampeth,308.13,136.08,183.02,231.23,0.8715,0.0351,31.6,peak
2024-01-01 10:00:00,Sitabuldi,401.32,147.97,251.98,228.49,0.8922,0.1754,29.7,peak
2024-01-01 10:00:00,Gandhibagh,370.38,146.7,233.29,218.98,0.904,0.0161,31.1,peak
2024-01-01 10:00:00,Lakadganj,365.91,131.91,245.41,229.1,0.9028,0.0174,32.1,peak
2024-01-01 10:00:00,Sadar,392.57,154.08,238.43,228.99,0.9589,0.0087,32.7,peak
2024-01-01 10:00:00,Itwari,339.16,171.73,158.84,239.15,0.8725,0.0151,31.4,peak
2024-01-01 10:00:00,Manewada,277.45,168.64,93.29,229.01,0.9493,0.0986,31.0,peak
2024-01-01 10:00:00,Hingna,280.46,174.96,99.76,232.99,0.966,0.0755,26.9,peak
2024-01-01 11:00:00,Dharampeth,375.24,167.32,211.58,233.08,0.916,0.0165,28.4,peak
2024-01-01 11:00:00,Sitabuldi,301.45,162.97,131.33,231.42,0.9088,0.1559,28.8,peak
2024-01-01 11:00:00,Gandhibagh,310.86,178.83,149.01,227.5,0.9588,0.1062,27.8,peak
2024-01-01 11:00:00,Lakadganj,303.29,169.91,128.28,228.98,0.9019,0.1073,25.8,peak
2024-01-01 11:00:00,Sadar,329.31,179.84,148.21,223.87,0.907,0.1366,28.8,peak
2024-01-01 11:00:00,Itwari,348.35,184.95,182.01,227.93,0.9126,0.1246,25.8,peak
2024-01-01 11:00:00,Manewada,365.87,164.61,199.94,237.46,0.8547,0.1238,30.2,peak
2024-01-01 11:00:00,Hingna,378.33,156.91,216.53,230.93,0.9319,0.0261,29.3,peak
2024-01-01 12:00:00,Dharampeth,385.57,188.77,212.46,226.74,0.9357,0.1065,30.1,peak
2024-01-01 12:00:00,Sitabuldi,308.03,186.92,136.04,230.96,0.9199,0.0973,26.2,peak
2024-01-01 12:00:00,Gandhibagh,372.04,176.43,190.42,232.02,0.9216,0.1743,31.2,peak
2024-01-01 12:00:00,Lakadganj,345.31,184.67,149.68,229.8,0.9234,0.0902,30.6,peak
2024-01-01 12:00:00,Sadar,366.03,180.62,196.05,237.32,0.9718,0.0875,23.3,peak
2024-01-01 12:00:00,Itwari,345.94,162.91,167.81,232.0,0.9554,0.1645,27.6,peak
2024-01-01 12:00:00,Manewada,412.52,175.97,219.84,225.92,0.9023,0.1212,29.2,peak
2024-01-01 12:00:00,Hingna,377.0,200.11,193.89,231.74,0.9409,0.0075,27.5,peak
2024-01-01 13:00:00,Dharampeth,303.8,159.86,138.69,224.41,0.9045,0.6295,26.2,daytime
2024-01-01 13:00:00,Sitabuldi,274.47,156.07,121.04,243.55,0.9205,0.7526,27.3,daytime
2024-01-01 13:00:00,Gandhibagh,306.82,202.49,102.06,235.84,0.9349,0.027,28.8,daytime
2024-01-01 13:00:00,Lakadganj,313.4,170.84,144.38,224.34,0.9684,0.1593,30.6,daytime
2024-01-01 13:00:00,Sadar,270.51,145.46,133.9,235.67,0.9194,0.0688,24.8,daytime
2024-01-01 13:00:00,Itwari,274.11,143.98,134.09,226.39,0.9602,0.1354,27.7,daytime
2024-01-01 13:00:00,Manewada,316.26,161.75,153.89,234.1,0.9357,0.1324,25.3,daytime
2024-01-01 13:00:00,Hingna,290.0,200.35,91.65,235.4,0.998,0.1531,28.1,daytime
2024-01-01 14:00:00,Dharampeth,268.77,177.89,88.98,228.52,0.9672,0.1654,27.3,daytime
2024-01-01 14:00:00,Sitabuldi,254.35,138.56,96.21,227.78,0.9443,0.0725,31.1,daytime
2024-01-01 14:00:00,Gandhibagh,283.82,142.9,143.5,237.51,0.8982,0.1691,25.0,daytime
2024-01-01 14:00:00,Lakadganj,289.0,163.55,121.23,230.2,0.9529,0.114,30.5,daytime
2024-01-01 14:00:00,Sadar,312.93,160.24,155.5,232.86,0.9148,0.1154,25.3,daytime
2024-01-01 14:00:00,Itwari,294.67,155.76,142.1,222.08,0.9335,0.0107,31.0,daytime
2024-01-01 14:00:00,Manewada,275.11,155.38,116.63,226.27,0.9591,0.1719,30.4,daytime
2024-01-01 14:00:00,Hingna,258.36,166.8,79.23,232.49,0.969,0.0068,28.1,daytime
2024-01-01 15:00:00,Dharampeth,268.67,109.49,149.37,222.47,0.906,0.0218,34.5,daytime
2024-01-01 15:00:00,Sitabuldi,313.37,130.9,192.11,233.55,0.8974,0.0218,31.0,daytime
2024-01-01 15:00:00,Gandhibagh,290.13,137.93,159.77,220.4,0.9179,0.1743,31.4,daytime
2024-01-01 15:00:00,Lakadganj,293.5,132.98,162.87,232.14,0.8911,0.1039,29.0,daytime
2024-01-01 15:00:00,Sadar,287.37,128.57,159.02,233.29,0.9168,0.0218,24.5,daytime
2024-01-01 15:00:00,Itwari,234.76,118.29,126.92,235.98,0.8952,0.0217,24.9,daytime
2024-01-01 15:00:00,Manewada,320.62,125.2,192.91,232.8,0.9392,0.1112,31.9,daytime
2024-01-01 15:00:00,Hingna,267.92,131.42,134.96,228.05,0.9375,0.0256,29.0,daytime
2024-01-01 16:00:00,Dharampeth,306.19,97.3,194.68,230.92,0.973,0.1541,25.7,daytime
2024-01-01 16:00:00,Sitabuldi,272.07,84.49,183.67,237.01,0.9205,0.1175,28.1,daytime
2024-01-01 16:00:00,Gandhibagh,247.98,71.69,190.52,236.86,0.8798,0.0156,29.9,daytime
2024-01-01 16:00:00,Lakadganj,273.92,91.73,196.62,235.68,0.919,0.0626,28.6,daytime
2024-01-01 16:00:00,Sadar,287.67,80.27,215.46,233.51,0.9108,0.0197,24.3,daytime
2024-01-01 16:00:00,Itwari,353.6,73.76,294.4,228.23,0.9514,0.0049,28.3,daytime
2024-01-01 16:00:00,Manewada,277.49,103.83,187.46,227.87,0.9267,0.1137,26.6,daytime
2024-01-01 16:00:00,Hingna,273.73,80.63,193.69,227.22,0.9057,0.082,28.2,daytime
2024-01-01 17:00:00,Dharampeth,245.1,61.87,182.28,228.45,0.9461,0.1238,25.7,daytime
2024-01-01 17:00:00,Sitabuldi,225.8,51.88,181.61,226.4,0.9309,0.0835,28.1,daytime
2024-01-01 17:00:00,Gandhibagh,306.08,17.1,286.02,233.69,0.9414,0.1038,27.8,daytime
2024-01-01 17:00:00,Lakadganj,322.67,66.21,256.66,238.29,0.9045,0.0078,28.3,daytime
2024-01-01 17:00:00,Sadar,276.86,44.22,213.8,226.53,0.8428,0.1489,30.7,daytime
2024-01-01 17:00:00,Itwari,205.45,30.47,182.17,222.98,0.9356,0.0978,27.8,daytime
2024-01-01 17:00:00,Manewada,274.04,50.36,233.8,230.45,0.9701,0.0936,27.8,daytime
2024-01-01 17:00:00,Hingna,278.1,69.4,223.12,235.26,0.9198,0.0973,30.3,daytime
2024-01-01 18:00:00,Dharampeth,311.44,0,313.06,230.09,0.8987,0.0334,27.0,peak
2024-01-01 18:00:00,Sitabuldi,348.1,2.06,368.17,222.0,0.8931,0.1397,30.6,peak
2024-01-01 18:00:00,Gandhibagh,330.24,0,333.37,232.04,0.8908,0.0439,30.9,peak
2024-01-01 18:00:00,Lakadganj,343.82,53.24,292.51,236.19,0.9226,0.0751,29.5,peak
2024-01-01 18:00:00,Sadar,319.96,5.14,316.45,232.37,0.9386,0.009,27.7,peak
2024-01-01 18:00:00,Itwari,349.11,7.27,335.53,226.05,0.9008,0.0465,28.0,peak
2024-01-01 18:00:00,Manewada,401.16,5.95,389.31,233.65,0.8987,0.0847,30.2,peak
2024-01-01 18:00:00,Hingna,358.84,11.2,340.39,227.16,1.0,0.1274,26.8,peak
2024-01-01 19:00:00,Dharampeth,294.66,0,281.78,235.23,0.8852,0.1318,29.4,peak
2024-01-01 19:00:00,Sitabuldi,263.59,0,273.17,230.53,0.9098,0.0329,29.0,peak
2024-01-01 19:00:00,Gandhibagh,306.62,0,305.98,234.48,0.939,0.1536,29.5,peak
2024-01-01 19:00:00,Lakadganj,300.03,0,318.05,223.77,0.9346,0.1144,30.5,peak
2024-01-01 19:00:00,Sadar,298.98,0,309.13,220.17,0.9355,0.1711,30.3,peak
2024-01-01 19:00:00,Itwari,279.43,0,284.14,225.43,0.9312,0.0577,31.6,peak
2024-01-01 19:00:00,Manewada,315.41,0,313.68,239.87,0.907,0.0957,31.9,peak
2024-01-01 19:00:00,Hingna,271.08,0,280.82,232.19,0.8657,0.1653,26.7,peak
2024-01-01 20:00:00,Dharampeth,375.73,0,377.08,225.08,0.9689,0.0626,27.0,peak
2024-01-01 20:00:00,Sitabuldi,335.2,0,346.49,226.41,0.9408,0.019,28.6,peak
2024-01-01 20:00:00,Gandhibagh,403.9,0,417.78,223.32,0.9596,0.0702,26.7,peak
2024-01-01 20:00:00,Lakadganj,296.67,0,297.21,231.55,0.8963,0.0365,29.7,peak
2024-01-01 20:00:00,Sadar,257.98,0,248.09,234.42,0.9343,0.0825,24.8,peak
2024-01-01 20:00:00,Itwari,299.65,0,308.54,229.54,0.8998,0.1677,29.6,peak
2024-01-01 20:00:00,Manewada,395.77,0,392.44,234.56,0.9196,0.0262,29.1,peak
2024-01-01 20:00:00,Hingna,318.44,0,323.39,225.75,0.9499,0.0472,24.9,peak
2024-01-01 21:00:00,Dharampeth,348.11,0,354.05,233.68,0.8614,0.0655,30.8,peak
2024-01-01 21:00:00,Sitabuldi,266.06,0,274.34,227.07,0.9407,0.0613,26.8,peak
2024-01-01 21:00:00,Gandhibagh,290.31,0,297.15,234.52,0.9359,0.0827,28.2,peak
2024-01-01 21:00:00,Lakadganj,335.93,0,340.72,227.9,0.9534,0.0408,27.0,peak
2024-01-01 21:00:00,Sadar,312.36,0,322.62,235.14,0.9024,0.062,26.3,peak
2024-01-01 21:00:00,Itwari,359.36,0,372.87,229.97,0.913,0.09,29.1,peak
2024-01-01 21:00:00,Manewada,331.57,0,346.72,219.78,0.9564,0.172,30.2,peak
2024-01-01 21:00:00,Hingna,293.47,0,276.42,231.19,0.94,0.0603,32.7,peak
2024-01-01 22:00:00,Dharampeth,342.62,0,364.81,234.64,0.8759,0.121,28.5,peak
2024-01-01 22:00:00,Sitabuldi,271.66,0,283.72,226.71,0.9519,0.113,29.2,peak
2024-01-01 22:00:00,Gandhibagh,287.27,0,294.74,228.4,0.9435,0.0889,26.3,peak
2024-01-01 22:00:00,Lakadganj,321.66,0,340.63,227.38,0.9409,0.0046,30.6,peak
2024-01-01 22:00:00,Sadar,362.78,0,346.38,230.89,0.9375,0.0967,27.1,peak
2024-01-01 22:00:00,Itwari,329.22,0,306.98,230.05,0.9363,0.0738,27.0,peak
2024-01-01 22:00:00,Manewada,319.56,0,310.5,224.93,0.9331,0.0101,27.9,peak
2024-01-01 22:00:00,Hingna,288.51,0,299.64,231.59,0.9446,0.1669,31.1,peak
2024-01-01 23:00:00,Dharampeth,221.84,0,212.91,228.8,0.8899,0.0827,30.7,night
2024-01-01 23:00:00,Sitabuldi,253.44,0,263.11,215.65,0.9052,0.1616,26.4,night
2024-01-01 23:00:00,Gandhibagh,249.25,0,253.29,228.13,0.872,0.0352,28.3,night
2024-01-01 23:00:00,Lakadganj,204.57,0,203.82,241.44,0.9173,0.107,29.8,night
2024-01-01 23:00:00,Sadar,271.68,0,277.22,219.38,0.9045,0.0542,26.9,night
2024-01-01 23:00:00,Itwari,237.84,0,218.72,224.88,0.8968,0.0128,27.4,night
2024-01-01 23:00:00,Manewada,218.15,0,215.59,229.4,0.9158,0.0398,30.6,night
2024-01-01 23:00:00,Hingna,257.33,0,249.16,233.22,0.8928,0.1165,28.2,night
2024-01-02 00:00:00,Dharampeth,245.11,0,242.64,230.41,0.9075,0.0978,28.3,night
2024-01-02 00:00:00,Sitabuldi,263.21,0,258.01,231.82,0.9578,0.075,26.6,night
2024-01-02 00:00:00,Gandhibagh,228.6,0,227.01,230.45,0.9159,0.1638,28.0,night
2024-01-02 00:00:00,Lakadganj,251.97,0,242.42,234.21,0.916,0.1452,26.4,night
2024-01-02 00:00:00,Sadar,241.97,0,237.47,226.16,0.9394,0.1775,27.7,night
2024-01-02 00:00:00,Itwari,276.15,0,269.03,232.68,0.9006,0.0159,31.1,night
2024-01-02 00:00:00,Manewada,262.11,0,245.84,233.79,0.9099,0.0036,27.9,night
2024-01-02 00:00:00,Hingna,238.53,0,244.95,225.28,0.9154,0.1276,27.9,night
2024-01-02 01:00:00,Dharampeth,197.19,0,198.36,238.72,0.9182,0.0305,32.2,night
2024-01-02 01:00:00,Sitabuldi,213.92,0,195.79,232.34,0.8807,0.1023,28.3,night
2024-01-02 01:00:00,Gandhibagh,246.55,0,261.31,230.37,0.8637,0.0606,27.5,night
2024-01-02 01:00:00,Lakadganj,202.0,0,212.03,225.22,0.8933,0.0364,31.9,night
2024-01-02 01:00:00,Sadar,256.71,0,258.68,229.91,0.8935,0.1379,30.9,night
2024-01-02 01:00:00,Itwari,180.88,0,169.52,232.04,0.9338,0.0764,27.0,night
2024-01-02 01:00:00,Manewada,230.04,0,231.29,234.63,0.9432,0.0352,26.5,night
2024-01-02 01:00:00,Hingna,257.68,0,258.26,232.14,0.9007,0.1789,25.7,night
2024-01-02 02:00:00,Dharampeth,209.67,0,206.25,226.4,0.9128,0.1142,28.5,night
2024-01-02 02:00:00,Sitabuldi,258.42,0,256.06,228.7,0.9539,0.0436,25.1,night
2024-01-02 02:00:00,Gandhibagh,272.39,0,303.7,223.83,0.9379,0.0579,30.1,night
2024-01-02 02:00:00,Lakadganj,302.76,0,302.27,233.28,0.8977,0.0311,29.7,night
2024-01-02 02:00:00,Sadar,263.75,0,258.1,229.03,0.9346,0.1152,29.7,night
2024-01-02 02:00:00,Itwari,255.57,0,260.87,236.34,0.9255,0.0808,26.4,night
2024-01-02 02:00:00,Manewada,256.75,0,262.69,222.72,0.9512,0.1374,24.6,night
2024-01-02 02:00:00,Hingna,206.69,0,216.27,231.56,0.9112,0.6828,30.5,night
2024-01-02 03:00:00,Dharampeth,224.03,0,215.28,224.9,0.9102,0.041,27.8,night
2024-01-02 03:00:00,Sitabuldi,186.2,0,180.07,228.16,0.8913,0.0128,33.0,night
2024-01-02 03:00:00,Gandhibagh,234.81,0,230.14,236.58,0.8727,0.0766,30.4,night
2024-01-02 03:00:00,Lakadganj,246.83,0,245.06,228.15,0.9201,0.1233,28.2,night
2024-01-02 03:00:00,Sadar,245.07,0,251.2,240.42,0.9285,0.0769,25.2,night
2024-01-02 03:00:00,Itwari,264.68,0,277.14,229.42,0.8495,0.0052,27.9,night
2024-01-02 03:00:00,Manewada,235.56,0,227.7,233.51,0.9418,0.1098,31.1,night
2024-01-02 03:00:00,Hingna,182.51,0,181.23,234.1,0.9452,0.0179,27.7,night
2024-01-02 04:00:00,Dharampeth,272.92,0,277.84,228.45,0.872,0.0131,27.5,night
2024-01-02 04:00:00,Sitabuldi,252.07,0,252.29,234.87,0.8851,0.1751,29.7,night
2024-01-02 04:00:00,Gandhibagh,235.99,0,208.73,221.11,0.966,0.0771,27.4,night
2024-01-02 04:00:00,Lakadganj,197.11,0,194.61,228.89,0.9543,0.0432,27.9,night
2024-01-02 04:00:00,Sadar,201.57,0,201.22,220.31,0.9221,0.0484,28.5,night
2024-01-02 04:00:00,Itwari,238.48,0,219.16,228.48,0.8972,0.1619,26.3,night
2024-01-02 04:00:00,Manewada,242.5,0,225.09,229.85,0.9583,0.0921,29.7,night
2024-01-02 04:00:00,Hingna,224.85,0,226.31,231.37,0.9139,0.1397,30.8,night
2024-01-02 05:00:00,Dharampeth,224.91,0,214.77,232.28,0.8788,0.092,32.1,night
2024-01-02 05:00:00,Sitabuldi,239.72,0,252.05,235.79,0.9115,0.1389,27.9,night
2024-01-02 05:00:00,Gandhibagh,179.29,0,182.75,248.93,0.8747,0.1266,28.5,night
2024-01-02 05:00:00,Lakadganj,202.09,0,203.22,224.55,0.9225,0.3144,24.7,night
2024-01-02 05:00:00,Sadar,241.22,0,233.61,223.38,0.9253,0.1765,26.1,night
2024-01-02 05:00:00,Itwari,208.35,0,206.7,220.2,0.9486,0.1137,28.2,night
2024-01-02 05:00:00,Manewada,229.86,0,223.51,230.63,0.877,0.6656,26.3,night
2024-01-02 05:00:00,Hingna,313.18,0,314.45,235.38,0.9305,0.0697,29.0,night
2024-01-02 06:00:00,Dharampeth,252.98,0,262.19,219.31,0.8783,0.0111,27.8,daytime
2024-01-02 06:00:00,Sitabuldi,236.89,0,233.49,234.3,0.9325,0.17,29.2,daytime
2024-01-02 06:00:00,Gandhibagh,254.8,0,265.7,230.23,0.9115,0.1032,29.1,daytime
2024-01-02 06:00:00,Lakadganj,325.14,13.64,299.54,238.61,0.8921,0.1313,29.3,daytime
2024-01-02 06:00:00,Sadar,284.2,0,301.86,226.07,0.8836,0.0187,29.7,daytime
2024-01-02 06:00:00,Itwari,235.67,0.12,227.27,231.27,0.9616,0.0588,30.3,daytime
2024-01-02 06:00:00,Manewada,218.85,16.32,197.21,231.65,0.9165,0.0324,27.1,daytime
2024-01-02 06:00:00,Hingna,288.55,0,287.16,222.91,0.871,0.0419,29.6,daytime
2024-01-02 07:00:00,Dharampeth,245.83,48.39,180.76,236.81,0.8733,0.0261,28.3,daytime
2024-01-02 07:00:00,Sitabuldi,321.03,58.77,260.59,226.06,0.9085,0.0868,29.7,daytime
2024-01-02 07:00:00,Gandhibagh,243.26,38.19,221.32,223.03,0.9148,0.0119,27.9,daytime
2024-01-02 07:00:00,Lakadganj,245.19,36.54,204.47,224.67,0.9056,0.1571,27.3,daytime
2024-01-02 07:00:00,Sadar,231.62,42.2,167.22,229.23,0.9129,0.002,28.7,daytime
2024-01-02 07:00:00,Itwari,292.83,55.81,235.44,229.37,0.8305,0.0883,28.2,daytime
2024-01-02 07:00:00,Manewada,297.82,44.64,261.24,240.2,0.8939,0.1284,30.3,daytime
2024-01-02 07:00:00,Hingna,310.12,55.71,248.88,234.13,0.918,0.0803,28.3,daytime
2024-01-02 08:00:00,Dharampeth,310.82,95.68,226.05,235.06,0.9523,0.0691,24.4,daytime
2024-01-02 08:00:00,Sitabuldi,302.71,98.72,215.97,228.91,0.8947,0.1625,28.1,daytime
2024-01-02 08:00:00,Gandhibagh,245.04,88.92,156.97,227.83,0.9198,0.0415,27.1,daytime
2024-01-02 08:00:00,Lakadganj,266.83,64.8,216.17,227.24,0.9355,0.1478,27.4,daytime
2024-01-02 08:00:00,Sadar,244.05,62.73,183.65,237.27,0.95,0.0508,28.4,daytime
2024-01-02 08:00:00,Itwari,258.38,78.8,172.92,239.18,0.9523,0.1678,26.7,daytime
2024-01-02 08:00:00,Manewada,263.05,118.15,139.71,238.06,0.873,0.0892,27.2,daytime
2024-01-02 08:00:00,Hingna,326.58,80.0,238.62,231.77,0.92,0.0137,24.9,daytime
2024-01-02 09:00:00,Dharampeth,489.72,116.47,376.38,236.51,0.9376,0.1551,26.1,peak
2024-01-02 09:00:00,Sitabuldi,376.38,103.58,274.78,233.23,0.9452,0.1511,29.4,peak
2024-01-02 09:00:00,Gandhibagh,312.96,124.67,185.79,233.91,0.9105,0.0043,23.3,peak
2024-01-02 09:00:00,Lakadganj,341.96,152.89,190.48,236.83,0.9777,0.0858,27.9,peak
2024-01-02 09:00:00,Sadar,341.78,113.48,242.25,226.49,0.9065,0.1701,31.3,peak
2024-01-02 09:00:00,Itwari,378.63,131.62,249.15,225.8,0.9037,0.3601,24.6,peak
2024-01-02 09:00:00,Manewada,379.6,129.87,241.92,246.98,0.8747,0.1196,26.1,peak
2024-01-02 09:00:00,Hingna,374.09,133.4,234.37,232.13,0.926,0.1097,31.3,peak
