timestamp,bin_id,zone,fill_level_pct,weight_kg,temp_c,battery_pct,collection_flag,days_since_collection,waste_type
2024-01-01 15:00:00,BIN-010,Sadar,7.7,20.2,32.7,97.1,0,0,Mixed
2024-01-01 15:00:00,BIN-011,Itwari,7.9,11.1,37.0,99.4,0,0,Mixed
2024-01-01 15:00:00,BIN-012,Itwari,25.7,54.1,38.9,100.7,0,2,Mixed
2024-01-01 18:00:00,BIN-001,Dharampeth,18.7,33.3,28.8,104.9,0,2,Organic
2024-01-01 18:00:00,BIN-002,Dharampeth,21.5,47.5,30.3,100.4,0,0,Mixed
2024-01-01 18:00:00,BIN-003,Sitabuldi,13.2,33.9,29.0,99.6,0,0,Mixed
2024-01-01 18:00:00,BIN-004,Sitabuldi,12.3,23.2,28.3,100.3,0,0,Mixed
2024-01-01 18:00:00,BIN-005,Gandhibagh,12.1,23.7,26.8,96.6,0,0,Organic
2024-01-01 18:00:00,BIN-006,Gandhibagh,5.0,5.8,31.5,96.1,0,0,Recyclable
2024-01-01 18:00:00,BIN-007,Lakadganj,11.8,32.2,32.1,101.1,0,1,Recyclable
2024-01-01 18:00:00,BIN-008,Lakadganj,26.7,55.0,27.5,99.6,0,0,Organic
2024-01-01 18:00:00,BIN-009,Sadar,21.6,36.4,28.8,96.3,0,0,Organic
2024-01-01 18:00:00,BIN-010,Sadar,10.6,18.6,27.3,103.2,0,1,Mixed
2024-01-01 18:00:00,BIN-011,Itwari,21.6,50.1,28.9,103.6,0,0,Organic
2024-01-01 18:00:00,BIN-012,Itwari,14.0,34.4,29.1,99.3,0,2,Mixed
2024-01-01 21:00:00,BIN-001,Dharampeth,18.1,38.0,23.8,99.0,0,0,Organic
2024-01-01 21:00:00,BIN-002,Dharampeth,20.8,44.9,22.9,100.4,0,1,Mixed
2024-01-01 21:00:00,BIN-003,Sitabuldi,25.7,42.3,26.0,97.7,0,2,Mixed
2024-01-01 21:00:00,BIN-004,Sitabuldi,29.0,46.1,24.9,100.5,0,0,Mixed
2024-01-01 21:00:00,BIN-005,Gandhibagh,16.5,31.3,25.5,101.8,0,1,Mixed
2024-01-01 21:00:00,BIN-006,Gandhibagh,10.9,-3.8,24.0,104.2,0,2,Mixed
2024-01-01 21:00:00,BIN-007,Lakadganj,25.9,46.2,25.8,97.6,0,1,Mixed
2024-01-01 21:00:00,BIN-008,Lakadganj,14.6,29.5,22.5,100.3,0,1,Mixed
2024-01-01 21:00:00,BIN-009,Sadar,17.9,40.3,28.1,102.0,0,2,Mixed
2024-01-01 21:00:00,BIN-010,Sadar,14.4,8.8,24.5,101.4,0,1,Mixed
2024-01-01 21:00:00,BIN-011,Itwari,26.1,51.3,25.0,98.9,0,0,Mixed
2024-01-01 21:00:00,BIN-012,Itwari,20.6,28.3,26.7,97.5,0,0,Organic
2024-01-02 00:00:00,BIN-001,Dharampeth,16.7,26.7,21.5,105.4,0,2,Recyclable
2024-01-02 00:00:00,BIN-002,Dharampeth,22.9,33.2,22.6,101.8,0,2,Organic
2024-01-02 00:00:00,BIN-003,Sitabuldi,23.1,37.4,21.7,93.6,0,2,Recyclable
2024-01-02 00:00:00,BIN-004,Sitabuldi,15.1,24.1,22.3,102.5,0,1,Organic
2024-01-02 00:00:00,BIN-005,Gandhibagh,17.7,24.4,21.7,96.6,0,0,Mixed
2024-01-02 00:00:00,BIN-006,Gandhibagh,18.4,25.8,22.2,101.0,0,2,Mixed
2024-01-02 00:00:00,BIN-007,Lakadganj,17.2,29.5,20.5,104.1,0,0,Organic
2024-01-02 00:00:00,BIN-008,Lakadganj,16.9,15.5,24.4,101.7,0,0,Organic
2024-01-02 00:00:00,BIN-009,Sadar,20.9,39.8,18.3,102.4,0,2,Mixed
2024-01-02 00:00:00,BIN-010,Sadar,21.8,55.0,22.2,91.5,0,0,Mixed
2024-01-02 00:00:00,BIN-011,Itwari,22.0,51.8,22.4,97.2,0,2,Recyclable
2024-01-02 00:00:00,BIN-012,Itwari,18.7,39.9,21.9,98.1,0,2,Recyclable
2024-01-02 03:00:00,BIN-001,Dharampeth,12.3,18.6,24.2,104.0,0,0,Mixed
2024-01-02 03:00:00,BIN-002,Dharampeth,27.1,43.3,21.9,103.6,0,2,Recyclable
2024-01-02 03:00:00,BIN-003,Sitabuldi,20.8,42.7,23.4,98.0,0,1,Mixed
2024-01-02 03:00:00,BIN-004,Sitabuldi,28.2,45.9,23.0,103.3,0,2,Mixed
2024-01-02 03:00:00,BIN-005,Gandhibagh,15.8,21.7,24.1,94.5,0,0,Recyclable
2024-01-02 03:00:00,BIN-006,Gandhibagh,18.2,41.1,23.3,98.4,0,1,Organic
2024-01-02 03:00:00,BIN-007,Lakadganj,26.2,43.8,23.2,96.3,0,1,Mixed
2024-01-02 03:00:00,BIN-008,Lakadganj,17.3,39.9,24.3,107.4,0,2,Mixed
2024-01-02 03:00:00,BIN-009,Sadar,24.2,57.1,24.8,100.7,0,1,Recyclable
2024-01-02 03:00:00,BIN-010,Sadar,23.0,66.8,27.9,103.7,0,1,Mixed
2024-01-02 03:00:00,BIN-011,Itwari,9.8,15.5,23.9,94.7,0,2,Organic
2024-01-02 03:00:00,BIN-012,Itwari,16.3,28.5,21.7,102.6,0,1,Mixed
2024-01-02 12:00:00,BIN-001,Dharampeth,20.5,38.0,38.6,96.4,0,2,Recyclable
2024-01-02 12:00:00,BIN-002,Dharampeth,31.7,51.9,38.3,100.3,0,0,Mixed
2024-01-02 12:00:00,BIN-003,Sitabuldi,26.4,56.9,37.2,105.0,0,0,Mixed
2024-01-02 12:00:00,BIN-004,Sitabuldi,21.2,36.3,35.7,99.5,0,0,Mixed
2024-01-02 12:00:00,BIN-005,Gandhibagh,20.8,34.9,35.9,100.5,0,1,Mixed
2024-01-02 12:00:00,BIN-006,Gandhibagh,20.1,37.2,39.4,103.5,0,2,Organic
2024-01-02 12:00:00,BIN-007,Lakadganj,16.3,41.6,39.5,98.4,0,2,Mixed
2024-01-02 12:00:00,BIN-008,Lakadganj,23.5,26.3,38.2,106.2,0,2,Mixed
2024-01-02 12:00:00,BIN-009,Sadar,21.6,42.2,38.5,99.1,0,2,Organic
2024-01-02 12:00:00,BIN-010,Sadar,17.8,33.0,40.3,99.8,0,0,Mixed
2024-01-02 12:00:00,BIN-011,Itwari,17.0,24.3,39.9,100.4,0,1,Organic
2024-01-02 12:00:00,BIN-012,Itwari,20.7,35.6,39.0,97.4,0,2,Organic
2024-01-02 15:00:00,BIN-001,Dharampeth,22.8,47.7,34.9,101.7,0,0,Mixed
2024-01-02 15:00:00,BIN-002,Dharampeth,27.2,55.5,34.0,102.9,0,2,Mixed
2024-01-02 15:00:00,BIN-003,Sitabuldi,20.4,39.6,34.1,99.5,0,2,Mixed
2024-01-02 15:00:00,BIN-004,Sitabuldi,16.5,29.1,34.8,98.1,0,2,Mixed
2024-01-02 15:00:00,BIN-005,Gandhibagh,22.0,36.4,32.1,100.6,0,1,Recyclable
2024-01-02 15:00:00,BIN-006,Gandhibagh,15.5,25.5,32.6,102.8,0,2,Mixed
2024-01-02 15:00:00,BIN-007,Lakadganj,24.1,38.5,37.2,102.0,0,2,Mixed
2024-01-02 15:00:00,BIN-008,Lakadganj,30.9,69.6,35.3,101.3,0,2,Organic
2024-01-02 15:00:00,BIN-009,Sadar,19.7,27.8,33.6,96.9,0,0,Mixed
2024-01-02 15:00:00,BIN-010,Sadar,22.2,42.1,34.8,104.8,0,0,Mixed
2024-01-02 15:00:00,BIN-011,Itwari,15.4,23.0,32.5,99.7,0,1,Organic
2024-01-02 15:00:00,BIN-012,Itwari,29.1,54.0,37.7,97.9,0,2,Mixed
2024-01-02 18:00:00,BIN-001,Dharampeth,29.8,53.6,31.9,97.2,0,1,Mixed
2024-01-02 18:00:00,BIN-002,Dharampeth,21.8,59.1,30.1,98.1,0,1,Mixed
2024-01-02 18:00:00,BIN-003,Sitabuldi,23.6,54.9,27.9,96.9,0,1,Mixed
2024-01-02 18:00:00,BIN-004,Sitabuldi,32.5,57.0,31.0,102.0,0,1,Mixed
2024-01-02 18:00:00,BIN-005,Gandhibagh,20.4,32.4,29.4,97.8,0,1,Organic
2024-01-02 18:00:00,BIN-006,Gandhibagh,17.9,34.5,27.4,94.6,0,1,Mixed
2024-01-02 18:00:00,BIN-007,Lakadganj,19.5,29.2,28.4,99.3,0,1,Mixed
2024-01-02 18:00:00,BIN-008,Lakadganj,26.2,47.6,32.5,100.2,0,0,Mixed
2024-01-02 18:00:00,BIN-009,Sadar,24.7,43.6,29.9,101.0,0,1,Mixed
2024-01-02 18:00:00,BIN-010,Sadar,32.0,48.3,28.4,95.1,0,2,Mixed
2024-01-02 18:00:00,BIN-011,Itwari,22.6,35.8,31.4,100.2,0,2,Organic
2024-01-02 18:00:00,BIN-012,Itwari,23.0,36.9,31.8,99.3,0,0,Organic
2024-01-02 21:00:00,BIN-001,Dharampeth,29.0,63.2,23.4,98.2,0,0,Recyclable
2024-01-02 21:00:00,BIN-002,Dharampeth,23.1,38.6,25.7,103.0,0,2,Organic
2024-01-02 21:00:00,BIN-003,Sitabuldi,30.4,63.8,24.6,99.3,0,1,Mixed
2024-01-02 21:00:00,BIN-004,Sitabuldi,12.1,25.8,24.0,96.5,0,0,Organic
2024-01-02 21:00:00,BIN-005,Gandhibagh,24.9,50.4,29.1,99.9,0,2,Mixed
2024-01-02 21:00:00,BIN-006,Gandhibagh,25.6,65.7,25.2,101.1,0,2,Mixed
2024-01-02 21:00:00,BIN-007,Lakadganj,25.2,54.3,27.6,100.8,0,1,Recyclable
2024-01-02 21:00:00,BIN-008,Lakadganj,24.1,38.5,23.9,99.2,0,1,Mixed
2024-01-02 21:00:00,BIN-009,Sadar,21.8,34.3,23.2,99.5,0,1,Recyclable
2024-01-02 21:00:00,BIN-010,Sadar,23.4,31.3,22.6,94.9,0,2,Mixed
2024-01-02 21:00:00,BIN-011,Itwari,31.0,62.7,27.4,100.2,0,0,Recyclable
2024-01-02 21:00:00,BIN-012,Itwari,27.3,42.5,24.0,97.1,0,2,Mixed
2024-01-03 00:00:00,BIN-001,Dharampeth,31.6,45.8,21.3,102.5,0,2,Mixed
2024-01-03 00:00:00,BIN-002,Dharampeth,30.6,51.2,19.7,99.4,0,2,Recyclable
2024-01-03 00:00:00,BIN-003,Sitabuldi,26.0,41.5,24.0,96.4,0,2,Organic
2024-01-03 00:00:00,BIN-004,Sitabuldi,24.2,51.9,22.7,104.2,0,2,Recyclable
2024-01-03 00:00:00,BIN-005,Gandhibagh,23.3,41.1,23.3,99.7,0,0,Organic
2024-01-03 00:00:00,BIN-006,Gandhibagh,20.5,24.8,20.8,101.1,0,1,Mixed
2024-01-03 00:00:00,BIN-007,Lakadganj,26.0,51.3,22.6,100.8,0,1,Mixed
2024-01-03 00:00:00,BIN-008,Lakadganj,21.3,49.2,20.8,98.6,0,2,Recyclable
2024-01-03 00:00:00,BIN-009,Sadar,22.6,39.7,21.6,99.9,0,2,Mixed
2024-01-03 00:00:00,BIN-010,Sadar,26.8,34.3,20.1,103.4,0,2,Mixed
2024-01-03 00:00:00,BIN-011,Itwari,24.2,25.7,20.4,100.1,0,1,Mixed
2024-01-03 00:00:00,BIN-012,Itwari,25.9,51.3,23.2,100.3,0,2,Mixed
2024-01-03 03:00:00,BIN-001,Dharampeth,24.7,40.9,27.3,92.4,0,1,Recyclable
2024-01-03 03:00:00,BIN-002,Dharampeth,19.7,16.8,23.5,100.2,0,2,Mixed
2024-01-03 03:00:00,BIN-003,Sitabuldi,22.7,38.8,25.1,98.7,0,1,Mixed
2024-01-03 03:00:00,BIN-004,Sitabuldi,20.0,23.3,23.4,100.0,0,1,Organic
2024-01-03 03:00:00,BIN-005,Gandhibagh,21.8,35.9,21.7,95.7,0,2,Mixed
2024-01-03 03:00:00,BIN-006,Gandhibagh,31.3,47.7,25.9,97.8,0,0,Organic
2024-01-03 03:00:00,BIN-007,Lakadganj,16.7,38.9,26.0,93.9,0,0,Organic
2024-01-03 03:00:00,BIN-008,Lakadganj,30.7,54.6,25.0,100.6,0,1,Organic
2024-01-03 03:00:00,BIN-009,Sadar,14.2,25.2,23.9,97.0,0,2,Mixed
2024-01-03 03:00:00,BIN-010,Sadar,25.8,55.9,25.0,97.4,0,2,Mixed
2024-01-03 03:00:00,BIN-011,Itwari,17.0,30.4,23.2,99.4,0,0,Mixed
2024-01-03 03:00:00,BIN-012,Itwari,23.8,33.7,22.6,102.9,0,2,Hazardous
2024-01-03 12:00:00,BIN-001,Dharampeth,31.7,76.8,41.0,98.5,0,0,Mixed
2024-01-03 12:00:00,BIN-002,Dharampeth,26.8,41.1,37.6,102.3,0,1,Mixed
2024-01-03 12:00:00,BIN-003,Sitabuldi,30.9,67.1,42.0,96.8,0,0,Mixed
2024-01-03 12:00:00,BIN-004,Sitabuldi,24.7,55.0,37.8,97.3,0,2,Organic
2024-01-03 12:00:00,BIN-005,Gandhibagh,23.0,41.6,39.3,99.0,0,0,Mixed
2024-01-03 12:00:00,BIN-006,Gandhibagh,22.2,41.6,40.2,101.9,0,1,Mixed
2024-01-03 12:00:00,BIN-007,Lakadganj,22.5,43.3,36.3,95.2,0,1,Organic
2024-01-03 12:00:00,BIN-008,Lakadganj,19.6,46.9,39.9,103.2,0,0,Mixed
2024-01-03 12:00:00,BIN-009,Sadar,28.6,49.2,37.7,96.7,0,2,Mixed
2024-01-03 12:00:00,BIN-010,Sadar,28.0,57.3,35.0,99.3,0,1,Organic
2024-01-03 12:00:00,BIN-011,Itwari,26.9,54.9,34.5,100.0,0,0,Organic
2024-01-03 12:00:00,BIN-012,Itwari,38.1,82.9,36.5,98.1,0,0,Organic
2024-01-03 15:00:00,BIN-001,Dharampeth,36.2,55.0,34.1,93.0,0,2,Organic
2024-01-03 15:00:00,BIN-002,Dharampeth,21.7,26.2,33.4,102.3,0,2,Mixed
2024-01-03 15:00:00,BIN-003,Sitabuldi,27.2,58.6,37.8,99.0,0,0,Mixed
2024-01-03 15:00:00,BIN-004,Sitabuldi,24.3,49.3,38.7,94.4,0,0,Organic
2024-01-03 15:00:00,BIN-005,Gandhibagh,23.5,37.1,36.3,99.0,0,0,Mixed
2024-01-03 15:00:00,BIN-006,Gandhibagh,22.6,40.6,36.3,98.9,0,1,Hazardous
2024-01-03 15:00:00,BIN-007,Lakadganj,25.4,43.2,36.9,99.2,0,1,Organic
2024-01-03 15:00:00,BIN-008,Lakadganj,33.1,67.4,32.8,101.2,0,1,Mixed
2024-01-03 15:00:00,BIN-009,Sadar,27.4,48.8,33.4,99.1,0,1,Organic
2024-01-03 15:00:00,BIN-010,Sadar,34.1,49.2,34.2,102.8,0,2,Recyclable
2024-01-03 15:00:00,BIN-011,Itwari,20.4,40.4,33.5,97.1,0,2,Mixed
2024-01-03 15:00:00,BIN-012,Itwari,30.8,59.5,33.8,97.6,0,0,Mixed
2024-01-03 18:00:00,BIN-001,Dharampeth,16.4,35.2,30.4,99.2,0,2,Organic
2024-01-03 18:00:00,BIN-002,Dharampeth,29.5,52.5,30.3,96.9,0,0,Organic
2024-01-03 18:00:00,BIN-003,Sitabuldi,29.0,57.6,29.6,100.7,0,2,Organic
2024-01-03 18:00:00,BIN-004,Sitabuldi,25.9,55.6,31.0,98.8,0,0,Hazardous
2024-01-03 18:00:00,BIN-005,Gandhibagh,31.0,57.0,25.9,96.1,0,1,Mixed
2024-01-03 18:00:00,BIN-006,Gandhibagh,28.5,36.9,30.9,95.1,0,0,Mixed
2024-01-03 18:00:00,BIN-007,Lakadganj,30.5,66.2,26.8,103.5,0,0,Mixed
2024-01-03 18:00:00,BIN-008,Lakadganj,27.3,47.2,28.5,103.3,0,0,Organic
2024-01-03 18:00:00,BIN-009,Sadar,33.2,64.6,24.9,99.8,0,2,Mixed
2024-01-03 18:00:00,BIN-010,Sadar,27.0,44.8,32.8,95.9,0,0,Mixed
2024-01-03 18:00:00,BIN-011,Itwari,27.1,60.1,31.6,97.9,0,0,Mixed
2024-01-03 18:00:00,BIN-012,Itwari,31.5,67.7,31.5,98.5,0,0,Organic
2024-01-03 21:00:00,BIN-001,Dharampeth,33.6,74.5,25.4,100.3,0,0,Mixed
2024-01-03 21:00:00,BIN-002,Dharampeth,29.0,53.2,26.5,99.3,0,1,Hazardous
2024-01-03 21:00:00,BIN-003,Sitabuldi,25.5,47.6,25.1,103.0,0,1,Organic
2024-01-03 21:00:00,BIN-004,Sitabuldi,29.7,43.8,20.3,98.2,0,2,Mixed
2024-01-03 21:00:00,BIN-005,Gandhibagh,29.3,51.0,25.3,101.2,0,2,Mixed
2024-01-03 21:00:00,BIN-006,Gandhibagh,26.8,38.4,25.0,97.0,0,2,Mixed
2024-01-03 21:00:00,BIN-007,Lakadganj,27.9,45.5,20.4,100.6,0,2,Mixed
2024-01-03 21:00:00,BIN-008,Lakadganj,28.4,45.2,24.9,94.8,0,0,Recyclable
2024-01-03 21:00:00,BIN-009,Sadar,22.2,31.0,22.3,97.1,0,0,Mixed
2024-01-03 21:00:00,BIN-010,Sadar,24.1,43.9,27.3,94.1,0,0,Mixed
2024-01-03 21:00:00,BIN-011,Itwari,31.7,63.9,25.8,97.9,0,0,Organic
2024-01-03 21:00:00,BIN-012,Itwari,25.0,40.6,24.7,102.6,0,2,Recyclable
2024-01-04 00:00:00,BIN-001,Dharampeth,29.1,54.6,20.2,100.5,0,2,Organic
2024-01-04 00:00:00,BIN-002,Dharampeth,28.1,43.4,20.9,103.0,0,1,Mixed
2024-01-04 00:00:00,BIN-003,Sitabuldi,28.1,53.7,23.2,102.9,0,1,Mixed
2024-01-04 00:00:00,BIN-004,Sitabuldi,26.2,48.8,22.8,99.6,0,1,Organic
2024-01-04 00:00:00,BIN-005,Gandhibagh,28.9,57.8,20.1,102.0,0,1,Recyclable
2024-01-04 00:00:00,BIN-006,Gandhibagh,16.5,41.3,26.7,100.0,0,1,Organic
2024-01-04 00:00:00,BIN-007,Lakadganj,31.5,81.3,21.2,97.3,0,1,Hazardous
2024-01-04 00:00:00,BIN-008,Lakadganj,24.6,27.5,20.3,95.7,0,1,Organic
2024-01-04 00:00:00,BIN-009,Sadar,41.6,72.8,24.0,98.0,0,0,Mixed
2024-01-04 00:00:00,BIN-010,Sadar,32.0,52.3,20.5,97.5,0,1,Mixed
2024-01-04 00:00:00,BIN-011,Itwari,21.2,35.6,20.2,100.7,0,0,Organic
2024-01-04 00:00:00,BIN-012,Itwari,34.0,56.8,19.6,106.2,0,0,Mixed
2024-01-04 03:00:00,BIN-001,Dharampeth,28.8,54.4,24.1,100.2,0,1,Organic
2024-01-04 03:00:00,BIN-002,Dharampeth,23.8,47.5,23.0,97.5,0,1,Mixed
2024-01-04 03:00:00,BIN-003,Sitabuldi,27.8,50.0,23.1,103.7,0,2,Mixed
2024-01-04 03:00:00,BIN-004,Sitabuldi,23.2,48.6,23.6,105.0,0,2,Mixed
2024-01-04 03:00:00,BIN-005,Gandhibagh,27.3,66.5,26.2,94.3,0,1,Organic
2024-01-04 03:00:00,BIN-006,Gandhibagh,34.4,67.9,17.7,102.1,0,2,Recyclable
2024-01-04 03:00:00,BIN-007,Lakadganj,35.2,58.5,24.1,98.2,0,2,Organic
2024-01-04 03:00:00,BIN-008,Lakadganj,31.4,43.9,24.7,98.7,0,2,Mixed
2024-01-04 03:00:00,BIN-009,Sadar,30.2,51.7,23.0,97.8,0,1,Organic
2024-01-04 03:00:00,BIN-010,Sadar,31.4,58.9,22.5,100.8,0,0,Mixed
2024-01-04 03:00:00,BIN-011,Itwari,35.4,78.2,20.3,96.5,0,1,Mixed
2024-01-04 03:00:00,BIN-012,Itwari,25.7,51.4,24.4,97.0,0,0,Organic
2024-01-04 12:00:00,BIN-001,Dharampeth,36.3,74.5,43.0,95.8,0,2,Mixed
2024-01-04 12:00:00,BIN-002,Dharampeth,30.6,57.1,37.5,99.3,0,1,Mixed
2024-01-04 12:00:00,BIN-003,Sitabuldi,31.8,67.0,38.7,98.8,0,0,Mixed
2024-01-04 12:00:00,BIN-004,Sitabuldi,30.8,53.1,36.0,99.2,0,1,Recyclable
2024-01-04 12:00:00,BIN-005,Gandhibagh,32.9,56.3,40.7,103.5,0,0,Mixed
2024-01-04 12:00:00,BIN-006,Gandhibagh,35.4,62.3,33.8,100.2,0,0,Mixed
2024-01-04 12:00:00,BIN-007,Lakadganj,26.9,71.1,39.9,105.3,0,1,Mixed
2024-01-04 12:00:00,BIN-008,Lakadganj,25.7,58.5,42.1,98.0,0,0,Mixed
2024-01-04 12:00:00,BIN-009,Sadar,26.3,53.9,37.6,103.9,0,1,Recyclable
2024-01-04 12:00:00,BIN-010,Sadar,25.0,36.5,40.8,97.9,0,1,Mixed
2024-01-04 12:00:00,BIN-011,Itwari,29.2,58.0,37.8,95.3,0,2,Mixed
2024-01-04 12:00:00,BIN-012,Itwari,27.0,64.4,38.8,105.4,0,2,Mixed
2024-01-04 15:00:00,BIN-001,Dharampeth,30.4,56.7,35.7,98.5,0,2,Organic
2024-01-04 15:00:00,BIN-002,Dharampeth,28.3,52.3,36.5,101.1,0,1,Mixed
2024-01-04 15:00:00,BIN-003,Sitabuldi,35.4,62.6,33.6,99.1,0,2,Organic
2024-01-04 15:00:00,BIN-004,Sitabuldi,35.9,74.4,33.2,99.0,0,0,Mixed
2024-01-04 15:00:00,BIN-005,Gandhibagh,30.7,58.2,35.0,100.3,0,2,Organic
2024-01-04 15:00:00,BIN-006,Gandhibagh,26.3,43.9,33.8,99.8,0,1,Organic
2024-01-04 15:00:00,BIN-007,Lakadganj,36.8,66.5,37.2,100.6,0,0,Mixed
2024-01-04 15:00:00,BIN-008,Lakadganj,30.7,50.8,34.8,100.6,0,2,Mixed
2024-01-04 15:00:00,BIN-009,Sadar,33.8,85.0,38.4,100.8,0,2,Mixed
2024-01-04 15:00:00,BIN-010,Sadar,30.2,52.8,35.4,100.5,0,1,Mixed
2024-01-04 15:00:00,BIN-011,Itwari,33.8,74.5,37.0,103.3,0,0,Organic
2024-01-04 15:00:00,BIN-012,Itwari,38.4,59.0,33.9,95.8,0,2,Mixed
2024-01-04 18:00:00,BIN-001,Dharampeth,37.4,59.6,28.5,100.6,0,2,Organic
2024-01-04 18:00:00,BIN-002,Dharampeth,39.9,78.3,32.7,95.2,0,2,Mixed
2024-01-04 18:00:00,BIN-003,Sitabuldi,32.2,60.7,30.4,97.5,0,1,Organic
2024-01-04 18:00:00,BIN-004,Sitabuldi,27.4,52.2,27.2,93.9,0,2,Mixed
2024-01-04 18:00:00,BIN-005,Gandhibagh,34.6,69.8,30.0,99.8,0,1,Mixed
2024-01-04 18:00:00,BIN-006,Gandhibagh,30.4,55.3,29.8,103.5,0,1,Recyclable
2024-01-04 18:00:00,BIN-007,Lakadganj,36.4,80.4,33.3,99.5,0,2,Organic
2024-01-04 18:00:00,BIN-008,Lakadganj,29.9,36.1,31.8,102.7,0,1,Mixed
2024-01-04 18:00:00,BIN-009,Sadar,31.8,46.6,27.6,96.9,0,0,Organic
2024-01-04 18:00:00,BIN-010,Sadar,32.1,56.9,30.7,102.3,0,1,Recyclable
2024-01-04 18:00:00,BIN-011,Itwari,24.8,64.0,33.3,99.9,0,1,Mixed
2024-01-04 18:00:00,BIN-012,Itwari,42.6,84.4,25.8,96.9,0,0,Mixed
2024-01-04 21:00:00,BIN-001,Dharampeth,31.3,52.6,24.7,100.5,0,1,Mixed
2024-01-04 21:00:00,BIN-002,Dharampeth,41.0,77.7,24.9,99.4,0,2,Organic
2024-01-04 21:00:00,BIN-003,Sitabuldi,32.9,60.4,24.0,102.0,0,2,Organic
2024-01-04 21:00:00,BIN-004,Sitabuldi,32.8,71.3,24.7,96.6,0,2,Organic
2024-01-04 21:00:00,BIN-005,Gandhibagh,34.4,65.7,25.0,98.0,0,2,Organic
2024-01-04 21:00:00,BIN-006,Gandhibagh,38.7,79.4,22.3,97.0,0,1,Organic
2024-01-04 21:00:00,BIN-007,Lakadganj,29.1,51.2,23.2,101.9,0,2,Mixed
2024-01-04 21:00:00,BIN-008,Lakadganj,40.2,61.6,22.3,93.6,0,2,Organic
2024-01-04 21:00:00,BIN-009,Sadar,36.9,73.4,25.4,99.6,0,2,Recyclable
2024-01-04 21:00:00,BIN-010,Sadar,32.8,54.7,26.5,99.2,0,0,Mixed
2024-01-04 21:00:00,BIN-011,Itwari,33.2,67.8,28.6,102.8,0,1,Recyclable
2024-01-04 21:00:00,BIN-012,Itwari,35.3,65.9,24.7,101.9,0,0,Organic
2024-01-05 00:00:00,BIN-001,Dharampeth,32.8,45.5,20.0,100.0,0,2,Mixed
2024-01-05 00:00:00,BIN-002,Dharampeth,36.4,81.1,22.6,97.4,0,1,Mixed
2024-01-05 00:00:00,BIN-003,Sitabuldi,35.5,60.8,23.2,92.2,0,0,Recyclable
2024-01-05 00:00:00,BIN-004,Sitabuldi,35.0,77.7,19.2,100.7,0,1,Mixed
2024-01-05 00:00:00,BIN-005,Gandhibagh,28.6,52.5,26.8,101.3,0,1,Mixed
2024-01-05 00:00:00,BIN-006,Gandhibagh,33.6,54.4,20.0,101.1,0,1,Organic
2024-01-05 00:00:00,BIN-007,Lakadganj,29.9,56.6,21.7,97.5,0,2,Mixed
2024-01-05 00:00:00,BIN-008,Lakadganj,39.9,65.1,20.7,98.1,0,2,Recyclable
2024-01-05 00:00:00,BIN-009,Sadar,26.5,52.5,19.2,99.2,0,0,Organic
2024-01-05 00:00:00,BIN-010,Sadar,47.0,90.8,18.8,96.8,0,0,Mixed
