date,avg_temp_c,max_temp_c,min_temp_c,rainfall_mm,humidity_pct,wind_kmh,weather_main,solar_radiation_wm2
2024-03-31,40.5,44.5,35.5,0,41.1,16.1,Clear,953.0
2024-04-01,39.4,43.4,34.4,0,58.3,17.7,Clear,893.0
2024-04-02,39.9,43.9,34.9,0,36.2,19.3,Clear,896.0
2024-04-03,34.6,38.6,29.6,0,38.6,14.6,Clear,776.0
2024-04-04,38.1,42.1,33.1,0,44.1,17.2,Clear,872.0
2024-04-05,41.8,45.8,36.8,0,64.1,6.1,Clear,852.0
2024-04-06,34.7,38.7,29.7,0,54.2,11.5,Clear,920.0
2024-04-07,30.0,34.0,25.0,0,45.2,12.1,Clear,916.0
2024-04-08,35.4,39.4,30.4,0,49.7,11.9,Clear,936.0
2024-04-09,41.8,45.8,36.8,0,43.7,4.9,Clear,841.0
2024-04-10,32.4,36.4,27.4,0,51.4,7.1,Clear,936.0
2024-04-11,36.5,40.5,31.5,0,38.4,16.7,Clear,796.0
2024-04-12,39.1,43.1,34.1,0,52.6,16.5,Clear,894.0
2024-04-13,42.6,46.6,37.6,0,67.3,22.4,Clear,886.0
2024-04-14,30.7,34.7,25.7,0,23.0,4.8,Clear,911.0
2024-04-15,44.2,48.2,39.2,0,54.1,11.5,Clear,912.0
2024-04-16,38.2,42.2,33.2,0,20,14.7,Clear,900.0
2024-04-17,36.9,40.9,31.9,0,40.0,10.4,Clear,871.0
2024-04-18,37.5,41.5,32.5,0,23.4,20.6,Clear,860.0
2024-04-19,35.9,39.9,30.9,0,44.2,2.5,Clear,919.0
2024-04-20,36.5,40.5,31.5,0,36.2,18.1,Clear,731.0
2024-04-21,39.4,43.4,34.4,0,36.7,18.3,Clear,892.0
2024-04-22,37.3,41.3,32.3,0,54.2,9.7,Clear,873.0
2024-04-23,38.0,42.0,33.0,0,56.5,7.4,Clear,908.0
2024-04-24,39.6,43.6,34.6,0,70.2,12.6,Clouds,908.0
2024-04-25,36.9,40.9,31.9,0,26.8,21.1,Clear,902.0
2024-04-26,37.0,41.0,32.0,0,59.0,25.0,Clear,868.0
2024-04-27,40.2,44.2,35.2,0,27.3,25.0,Clear,928.0
2024-04-28,35.4,39.4,30.4,0,45.4,15.2,Clear,942.0
2024-04-29,36.8,40.8,31.8,0,33.0,12.7,Clear,1092.0
2024-04-30,44.9,48.9,39.9,0,38.8,27.9,Clear,871.0
2024-05-01,35.9,39.9,30.9,0.4,47.8,25.8,Clear,698.0
2024-05-02,40.5,44.5,35.5,1.7,42.6,10.3,Clear,736.0
2024-05-03,38.0,42.0,33.0,0,32.2,15.0,Clear,911.0
2024-05-04,39.7,43.7,34.7,8.4,80,17.3,Rain,713.0
2024-05-05,40.9,44.9,35.9,0,31.9,11.2,Clear,893.0
2024-05-06,36.9,40.9,31.9,0,44.0,13.8,Clear,1051.0
2024-05-07,39.1,43.1,34.1,0,43.7,14.2,Clear,984.0
2024-05-08,33.5,37.5,28.5,0,21.9,19.2,Clear,927.0
2024-05-09,35.1,39.1,30.1,0,45.0,11.1,Clear,890.0
2024-05-10,37.4,41.4,32.4,0,28.7,23.5,Clear,872.0
2024-05-11,35.7,39.7,30.7,0.0,35.3,10.8,Clear,656.0
2024-05-12,40.0,44.0,35.0,0.7,29.5,20.2,Clear,717.0
2024-05-13,40.2,44.2,35.2,4.4,36.8,15.5,Rain,684.0
2024-05-14,39.3,43.3,34.3,0,42.7,19.1,Clear,833.0
2024-05-15,35.8,39.8,30.8,0,50.5,16.8,Clear,940.0
2024-05-16,37.6,41.6,32.6,1.5,36.9,15.6,Clear,778.0
2024-05-17,38.5,42.5,33.5,0,35.4,13.4,Clear,1014.0
2024-05-18,36.8,40.8,31.8,0,35.1,21.8,Clear,1012.0
2024-05-19,39.1,43.1,34.1,1.8,41.2,14.6,Clear,726.0
2024-05-20,39.6,43.6,34.6,0,37.9,23.9,Clear,763.0
2024-05-21,40.7,44.7,35.7,0,28.7,9.9,Clear,800.0
2024-05-22,36.4,40.4,31.4,0,39.4,11.0,Clear,904.0
2024-05-23,41.9,45.9,36.9,2.9,42.2,12.1,Rain,669.0
2024-05-24,44.5,48.5,39.5,0,21.3,23.1,Clear,930.0
2024-05-25,33.9,37.9,28.9,0,23.1,14.9,Clear,894.0
2024-05-26,42.6,46.6,37.6,0,31.5,13.1,Clear,908.0
2024-05-27,38.0,42.0,33.0,0.3,40.3,10.2,Clear,625.0
2024-05-28,40.1,44.1,35.1,1.3,38.7,16.2,Clear,750.0
2024-05-29,39.8,43.8,34.8,0,50.5,14.8,Clear,861.0
2024-05-30,40.1,44.1,35.1,0,39.6,8.8,Clear,946.0
2024-05-31,38.2,42.2,33.2,0,36.1,18.7,Clear,959.0
2024-06-01,30.1,34.1,25.1,12.1,80,16.7,Rain,615.0
2024-06-02,27.1,31.1,22.1,3.6,65,20.8,Rain,821.0
2024-06-03,27.7,31.7,22.7,19.2,80,6.8,Rain,707.0
2024-06-04,30.6,34.6,25.6,3.9,65,20.4,Rain,711.0
2024-06-05,31.0,35.0,26.0,1.0,65,2.3,Clear,727.0
2024-06-06,26.9,30.9,21.9,1.2,65,9.9,Clear,798.0
2024-06-07,30.7,34.7,25.7,4.3,65,11.7,Rain,785.0
2024-06-08,33.3,37.3,28.3,4.0,65,16.5,Rain,571.0
2024-06-09,31.8,35.8,26.8,2.7,65,20.6,Rain,788.0
2024-06-10,30.4,34.4,25.4,9.1,80,11.0,Rain,753.0
2024-06-11,25.7,29.7,20.7,6.4,80,17.6,Rain,638.0
2024-06-12,31.1,35.1,26.1,5.5,80,26.5,Rain,746.0
2024-06-13,29.0,33.0,24.0,3.5,65,5.3,Rain,658.0
2024-06-14,28.8,32.8,23.8,10.6,80,15.2,Rain,721.0
2024-06-15,28.8,32.8,23.8,0.3,65,17.6,Clear,645.0
2024-06-16,27.0,31.0,22.0,0.8,65,22.3,Clear,580.0
2024-06-17,26.6,30.6,21.6,5.4,80,7.6,Rain,674.0
2024-06-18,26.3,30.3,21.3,14.6,80,14.5,Rain,720.0
2024-06-19,28.2,32.2,23.2,0.8,65,26.3,Clear,725.0
2024-06-20,28.9,32.9,23.9,6.0,80,15.0,Rain,811.0
2024-06-21,30.3,34.3,25.3,0.7,65,3.4,Clear,695.0
2024-06-22,28.3,32.3,23.3,18.0,80,18.6,Rain,532.0
2024-06-23,27.0,31.0,22.0,15.3,80,14.7,Rain,677.0
2024-06-24,28.2,32.2,23.2,6.5,80,9.2,Rain,693.0
2024-06-25,28.8,32.8,23.8,2.9,65,25.8,Rain,678.0
2024-06-26,31.1,35.1,26.1,9.7,80,9.1,Rain,758.0
2024-06-27,27.2,31.2,22.2,8.3,80,23.2,Rain,667.0
2024-06-28,27.6,31.6,22.6,7.8,80,14.5,Rain,756.0
2024-06-29,35.3,39.3,30.3,3.4,65,19.5,Rain,660.0
2024-06-30,31.3,35.3,26.3,2.8,65,17.8,Rain,702.0
2024-07-01,31.3,35.3,26.3,20.5,80,18.4,Rain,617.0
2024-07-02,32.3,36.3,27.3,18.3,80,7.5,Rain,483.0
2024-07-03,31.5,35.5,26.5,7.0,80,14.5,Rain,566.0
2024-07-04,32.4,36.4,27.4,1.2,65,8.5,Clear,660.0
2024-07-05,29.7,33.7,24.7,0.6,65,17.5,Clear,577.0
2024-07-06,35.1,39.1,30.1,1.3,65,23.7,Clear,628.0
2024-07-07,32.2,36.2,27.2,1.0,65,7.9,Clear,552.0
2024-07-08,31.3,35.3,26.3,3.1,65,10.7,Rain,713.0
2024-07-09,28.9,32.9,23.9,14.7,80,21.3,Rain,564.0
2024-07-10,29.6,33.6,24.6,3.5,65,21.7,Rain,493.0
2024-07-11,28.0,32.0,23.0,21.8,80,18.4,Rain,507.0
2024-07-12,32.1,36.1,27.1,1.2,65,9.4,Clear,614.0
2024-07-13,31.9,35.9,26.9,7.2,80,5.7,Rain,567.0
2024-07-14,28.5,32.5,23.5,0.7,65,7.7,Clear,506.0
2024-07-15,28.6,32.6,23.6,8.6,80,25.7,Rain,702.0
2024-07-16,24.7,28.7,19.7,5.9,80,16.4,Rain,633.0
2024-07-17,30.2,34.2,25.2,19.7,80,14.6,Rain,508.0
2024-07-18,32.2,36.2,27.2,27.2,80,21.6,Rain,643.0
2024-07-19,25.3,29.3,20.3,1.1,65,19.8,Clear,471.0
2024-07-20,31.5,35.5,26.5,0.4,65,7.5,Clear,597.0
2024-07-21,30.0,34.0,25.0,4.7,65,14.9,Rain,625.0
2024-07-22,28.8,32.8,23.8,6.9,80,11.5,Rain,512.0
2024-07-23,32.8,36.8,27.8,4.0,65,14.6,Rain,496.0
2024-07-24,30.4,34.4,25.4,0.8,65,17.2,Clear,517.0
2024-07-25,30.8,34.8,25.8,6.3,80,11.7,Rain,538.0
2024-07-26,33.4,37.4,28.4,6.2,80,8.9,Rain,570.0
2024-07-27,27.7,31.7,22.7,9.2,80,18.1,Rain,573.0
2024-07-28,27.2,31.2,22.2,5.5,80,11.9,Rain,594.0
2024-07-29,28.7,32.7,23.7,13.8,80,14.7,Rain,492.0
2024-07-30,28.5,32.5,23.5,10.4,80,19.8,Rain,582.0
2024-07-31,29.1,33.1,24.1,12.4,80,25.4,Rain,723.0
2024-08-01,30.4,34.4,25.4,7.3,80,13.8,Rain,487.0
2024-08-02,32.8,36.8,27.8,5.9,80,11.1,Rain,534.0
2024-08-03,30.7,34.7,25.7,3.6,65,3.5,Rain,429.0
2024-08-04,30.5,34.5,25.5,2.7,65,2.6,Rain,551.0
2024-08-05,25.5,29.5,20.5,12.0,80,11.8,Rain,663.0
2024-08-06,30.1,34.1,25.1,2.9,65,12.6,Rain,577.0
2024-08-07,29.9,33.9,24.9,2.4,65,24.9,Rain,623.0
2024-08-08,30.8,34.8,25.8,21.9,80,13.7,Rain,494.0
2024-08-09,31.0,35.0,26.0,0.1,65,9.9,Clear,549.0
2024-08-10,29.0,33.0,24.0,15.5,80,19.5,Rain,597.0
2024-08-11,29.0,33.0,24.0,7.9,80,14.1,Rain,505.0
2024-08-12,34.7,38.7,29.7,4.1,65,17.9,Rain,529.0
2024-08-13,31.4,35.4,26.4,4.4,65,16.9,Rain,637.0
2024-08-14,30.3,34.3,25.3,0.5,65,16.5,Clear,639.0
2024-08-15,31.5,35.5,26.5,4.4,65,3.7,Rain,440.0
2024-08-16,31.8,35.8,26.8,14.2,80,15.9,Rain,458.0
2024-08-17,29.9,33.9,24.9,8.7,80,8.3,Rain,605.0
2024-08-18,30.1,34.1,25.1,8.6,80,9.3,Rain,534.0
2024-08-19,26.3,30.3,21.3,0.8,65,17.3,Clear,588.0
2024-08-20,32.0,36.0,27.0,13.4,80,20.8,Rain,490.0
2024-08-21,31.1,35.1,26.1,5.7,80,26.3,Rain,537.0
2024-08-22,26.8,30.8,21.8,0.1,65,11.4,Clear,559.0
2024-08-23,32.7,36.7,27.7,1.9,65,4.2,Clear,488.0
2024-08-24,27.5,31.5,22.5,0.9,65,10.1,Clear,490.0
2024-08-25,31.8,35.8,26.8,0.0,65,9.5,Clear,553.0
2024-08-26,27.9,31.9,22.9,3.3,65,25.6,Rain,578.0
2024-08-27,30.3,34.3,25.3,2.4,65,9.6,Rain,552.0
2024-08-28,33.8,37.8,28.8,3.3,65,12.2,Rain,492.0
2024-08-29,34.9,38.9,29.9,8.0,80,14.0,Rain,625.0
2024-08-30,31.2,35.2,26.2,10.1,80,5.4,Rain,531.0
2024-08-31,29.8,33.8,24.8,3.6,65,20.6,Rain,588.0
2024-09-01,28.1,32.1,23.1,0.3,65,12.4,Clear,705.0
2024-09-02,27.0,31.0,22.0,1.1,65,19.8,Clear,620.0
2024-09-03,26.5,30.5,21.5,2.5,65,18.0,Rain,757.0
2024-09-04,33.0,37.0,28.0,5.1,80,18.6,Rain,732.0
2024-09-05,28.2,32.2,23.2,9.8,80,13.5,Rain,648.0
2024-09-06,28.0,32.0,23.0,8.6,80,12.5,Rain,713.0
2024-09-07,27.3,31.3,22.3,1.0,65,14.2,Clear,634.0
2024-09-08,35.2,39.2,30.2,7.5,80,12.4,Rain,594.0
2024-09-09,30.4,34.4,25.4,4.4,65,11.3,Rain,670.0
2024-09-10,32.3,36.3,27.3,13.2,80,17.6,Rain,711.0
2024-09-11,28.8,32.8,23.8,10.6,80,23.6,Rain,750.0
2024-09-12,31.7,35.7,26.7,1.9,65,16.3,Clear,635.0
2024-09-13,29.1,33.1,24.1,13.3,80,18.0,Rain,677.0
2024-09-14,26.8,30.8,21.8,0.5,65,14.8,Clear,679.0
2024-09-15,26.3,30.3,21.3,3.9,65,3.6,Rain,602.0
2024-09-16,28.7,32.7,23.7,8.8,80,15.3,Rain,619.0
2024-09-17,27.6,31.6,22.6,1.8,65,14.0,Clear,665.0
2024-09-18,28.5,32.5,23.5,2.1,65,11.7,Rain,670.0
2024-09-19,32.2,36.2,27.2,5.6,80,7.2,Rain,803.0
2024-09-20,28.8,32.8,23.8,0.2,65,7.4,Clear,749.0
2024-09-21,30.7,34.7,25.7,8.6,80,13.4,Rain,707.0
2024-09-22,29.4,33.4,24.4,7.1,80,13.9,Rain,722.0
2024-09-23,27.0,31.0,22.0,24.4,80,21.0,Rain,758.0
2024-09-24,29.3,33.3,24.3,0.3,65,16.6,Clear,651.0
2024-09-25,31.9,35.9,26.9,8.5,80,12.5,Rain,758.0
2024-09-26,28.6,32.6,23.6,4.8,65,15.3,Rain,732.0
2024-09-27,33.7,37.7,28.7,15.8,80,17.2,Rain,710.0
2024-09-28,31.0,35.0,26.0,9.3,80,13.4,Rain,680.0
2024-09-29,28.1,32.1,23.1,10.5,80,11.1,Rain,682.0
2024-09-30,29.9,33.9,24.9,10.7,80,12.4,Rain,761.0
2024-10-01,28.4,32.4,23.4,0,42.0,14.8,Clear,978.0
2024-10-02,25.5,29.5,20.5,6.2,80,8.8,Rain,665.0
2024-10-03,24.6,28.6,19.6,0,63.5,6.3,Clear,830.0
2024-10-04,29.7,33.7,24.7,1.0,39.8,8.1,Clear,786.0
2024-10-05,25.5,29.5,20.5,0,53.8,16.0,Clear,983.0
2024-10-06,28.1,32.1,23.1,0.4,40.3,25.5,Clear,712.0
2024-10-07,26.1,30.1,21.1,0,55.0,9.8,Clear,830.0
2024-10-08,26.0,30.0,21.0,0,48.7,12.7,Clear,819.0
2024-10-09,28.0,32.0,23.0,0,31.6,20.8,Clear,831.0
2024-10-10,28.7,32.7,23.7,0,50.6,23.6,Clear,869.0
2024-10-11,31.3,35.3,26.3,0,58.2,22.1,Clear,869.0
2024-10-12,29.1,33.1,24.1,0,27.8,18.6,Clear,874.0
2024-10-13,29.7,33.7,24.7,0,42.1,16.4,Clear,928.0
2024-10-14,22.6,26.6,17.6,0,35.9,28.8,Clear,939.0
2024-10-15,28.8,32.8,23.8,0,60.0,15.2,Clear,992.0
2024-10-16,26.8,30.8,21.8,0,50.6,16.9,Clear,906.0
2024-10-17,24.9,28.9,19.9,0,42.5,17.7,Clear,954.0
2024-10-18,27.9,31.9,22.9,0,36.5,13.0,Clear,896.0
2024-10-19,25.4,29.4,20.4,0,45.1,13.7,Clear,838.0
2024-10-20,23.0,27.0,18.0,0,42.0,8.8,Clear,882.0
2024-10-21,25.4,29.4,20.4,0,42.7,19.8,Clear,900.0
2024-10-22,31.8,35.8,26.8,0.0,24.7,8.5,Clear,770.0
2024-10-23,24.8,28.8,19.8,0,56.5,21.5,Clear,879.0
2024-10-24,28.9,32.9,23.9,0,29.9,7.7,Clear,868.0
2024-10-25,25.8,29.8,20.8,0,39.3,10.5,Clear,899.0
2024-10-26,27.8,31.8,22.8,0,37.4,12.2,Clear,945.0
2024-10-27,26.3,30.3,21.3,0,52.7,10.5,Clear,914.0
2024-10-28,25.9,29.9,20.9,0,50.2,20.9,Clear,889.0
2024-10-29,22.0,26.0,17.0,0,34.8,10.3,Clear,877.0
2024-10-30,28.3,32.3,23.3,0,42.4,14.9,Clear,957.0
2024-10-31,28.7,32.7,23.7,0,49.7,16.1,Clear,936.0
2024-11-01,26.7,30.7,21.7,0,50.9,17.9,Clear,800.0
2024-11-02,25.3,29.3,20.3,0,23.7,21.5,Clear,908.0
2024-11-03,24.8,28.8,19.8,0,54.0,10.3,Clear,899.0
2024-11-04,25.1,29.1,20.1,0,38.4,24.3,Clear,903.0
2024-11-05,25.3,29.3,20.3,0,31.3,10.2,Clear,895.0
2024-11-06,25.5,29.5,20.5,0,38.5,21.4,Clear,825.0
2024-11-07,28.0,32.0,23.0,0,57.8,10.7,Clear,1010.0
2024-11-08,24.8,28.8,19.8,0,36.6,13.1,Clear,899.0
2024-11-09,26.9,30.9,21.9,0,53.2,22.2,Clear,869.0
2024-11-10,28.8,32.8,23.8,0,43.4,18.1,Clear,905.0
2024-11-11,26.1,30.1,21.1,0,54.9,14.9,Clear,873.0
2024-11-12,26.4,30.4,21.4,0,37.0,12.0,Clear,1014.0
2024-11-13,25.8,29.8,20.8,0,28.0,14.9,Clear,858.0
2024-11-14,29.3,33.3,24.3,0,24.8,8.4,Clear,972.0
2024-11-15,25.2,29.2,20.2,0,20,16.7,Clear,885.0
2024-11-16,29.9,33.9,24.9,0,26.9,13.0,Clear,888.0
2024-11-17,27.4,31.4,22.4,0,44.9,27.0,Clear,879.0
2024-11-18,22.6,26.6,17.6,0,35.0,10.9,Clear,947.0
2024-11-19,27.3,31.3,22.3,0,25.1,18.3,Clear,907.0
2024-11-20,22.8,26.8,17.8,0,48.9,4.8,Clear,785.0
2024-11-21,27.0,31.0,22.0,0,57.9,3.4,Clear,846.0
2024-11-22,26.9,30.9,21.9,0,37.5,15.7,Clear,996.0
2024-11-23,24.0,28.0,19.0,0,41.2,9.7,Clear,931.0
2024-11-24,28.9,32.9,23.9,0,26.8,14.0,Clear,881.0
2024-11-25,27.6,31.6,22.6,0,40.1,9.6,Clear,989.0
2024-11-26,28.3,32.3,23.3,0,32.2,18.6,Clear,947.0
2024-11-27,28.8,32.8,23.8,0,30.5,21.6,Clear,869.0
2024-11-28,29.6,33.6,24.6,0,24.7,10.0,Clear,900.0
2024-11-29,23.1,27.1,18.1,0,44.9,5.9,Clear,913.0
2024-11-30,27.0,31.0,22.0,0,41.0,17.3,Clear,982.0
2024-12-01,24.3,28.3,19.3,0,40.4,12.8,Clear,888.0
2024-12-02,18.1,22.1,13.1,0,35.3,26.6,Clear,895.0
2024-12-03,25.4,29.4,20.4,0,55.4,21.1,Clear,907.0
2024-12-04,17.7,21.7,12.7,0,42.8,16.3,Clear,852.0
2024-12-05,21.9,25.9,16.9,0,20,17.1,Clear,902.0
2024-12-06,24.8,28.8,19.8,0,36.3,14.3,Clear,810.0
2024-12-07,25.3,29.3,20.3,0,38.2,16.5,Clear,922.0
2024-12-08,24.1,28.1,19.1,0,42.6,18.5,Clear,875.0
2024-12-09,18.0,22.0,13.0,0,25.3,18.4,Clear,908.0
2024-12-10,21.5,25.5,16.5,0,50.7,17.0,Clear,894.0
2024-12-11,19.4,23.4,14.4,0,20,19.6,Clear,917.0
2024-12-12,23.6,27.6,18.6,0,42.7,17.0,Clear,1018.0
2024-12-13,22.8,26.8,17.8,0,20,5.5,Clear,1003.0
2024-12-14,21.8,25.8,16.8,0,32.2,13.9,Clear,868.0
2024-12-15,23.7,27.7,18.7,0,47.8,10.7,Clear,857.0
2024-12-16,20.2,24.2,15.2,0,43.0,22.0,Clear,836.0
2024-12-17,20.3,24.3,15.3,0,36.2,1.5,Clear,851.0
2024-12-18,22.9,26.9,17.9,0,34.9,14.0,Clear,860.0
2024-12-19,21.2,25.2,16.2,0,38.3,14.7,Clear,950.0
2024-12-20,19.6,23.6,14.6,0,49.8,8.3,Clear,907.0
2024-12-21,18.5,22.5,13.5,0,52.9,18.3,Clear,961.0
2024-12-22,26.4,30.4,21.4,0,48.1,7.4,Clear,841.0
2024-12-23,20.9,24.9,15.9,0,20,10.1,Clear,977.0
2024-12-24,21.8,25.8,16.8,0,49.5,13.7,Clear,991.0
2024-12-25,19.7,23.7,14.7,0,50.5,10.2,Clear,909.0
2024-12-26,19.5,23.5,14.5,0,41.4,14.1,Clear,859.0
2024-12-27,22.5,26.5,17.5,0,27.7,18.3,Clear,931.0
2024-12-28,21.3,25.3,16.3,0,30.7,11.2,Clear,911.0
2024-12-29,19.0,23.0,14.0,0,33.0,17.5,Clear,839.0
2024-12-30,20.4,24.4,15.4,0,39.0,15.8,Clear,885.0
